sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text_original,domain_primary,domain_secondary,keywords_en,keywords_nl,instrument_aliases_en,instrument_aliases_nl,search_text
2.1. ME CFS Screening,Algemene medische geschiedenis,Immunosupresiva_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosupresiva?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Immunosupresiva_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosupresiva? | radio | 0,
1 | Nee,
Ja",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; moet; bepaald; moment; stoppen; bent; gestopt; nemen; immunosupresiva,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Immunosupresiva_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosupresiva? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; moet; bepaald; moment; stoppen; bent; gestopt; nemen; immunosupresiva"
2.1. ME CFS Screening,Algemene medische geschiedenis,Immunosupresiva,Wanneer stopt u/ bent u gestopt met de immunosupresiva?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Immunosupresiva | Wanneer stopt u/ bent u gestopt met de immunosupresiva? | date |  | ,medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; immunosupresiva,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | Immunosupresiva | Wanneer stopt u/ bent u gestopt met de immunosupresiva? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; immunosupresiva
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_name,U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8","Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_name | U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8 | Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; antipsychotica; heeft; gebruikt; naam; medicatie,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | Antipsychotics_name | U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; antipsychotica; heeft; gebruikt; naam; medicatie
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_dosage,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_dosage | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | ,medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; dosering; medicijn; vaak; gebruikt; bijvoorbeeld,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | Antipsychotics_dosage | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; dosering; medicijn; vaak; gebruikt; bijvoorbeeld
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_nameother,"Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit?",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_nameother | Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | string |  | ",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; naam; antipsychotica; gebruikt; dosering; vaak,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Antipsychotics_nameother | Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; naam; antipsychotica; gebruikt; dosering; vaak"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_stop,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica? | radio | 0,
1 | Nee,
Ja",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; moet; bepaald; moment; stoppen; bent; gestopt; nemen; antipsychotica,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Antipsychotics_stop | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; moet; bepaald; moment; stoppen; bent; gestopt; nemen; antipsychotica"
2.1. ME CFS Screening,Algemene medische geschiedenis,Antipsychotics_stopdate,Wanneer stopt u/ bent u gestopt met antipsychotica?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Antipsychotics_stopdate | Wanneer stopt u/ bent u gestopt met antipsychotica? | date |  | ,medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; antipsychotica,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | Antipsychotics_stopdate | Wanneer stopt u/ bent u gestopt met antipsychotica? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; antipsychotica
2.1. ME CFS Screening,Algemene medische geschiedenis,Anticonception,"U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Anticonception | U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie | string |  | ",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; orale; anticonceptie; heeft; gebruikt; naam; medicatie,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Anticonception | U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; orale; anticonceptie; heeft; gebruikt; naam; medicatie"
2.1. ME CFS Screening,Algemene medische geschiedenis,Overgangshormonen,"U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Overgangshormonen | U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie | string |  | ",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; overgangs; hormonen; heeft; gebruikt; naam; medicatie,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Overgangshormonen | U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; overgangs; hormonen; heeft; gebruikt; naam; medicatie"
2.1. ME CFS Screening,Algemene medische geschiedenis,meds02,Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt?,textarea,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | meds02 | Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt? | textarea |  | ,medication_supplements,medical_history,general medical history; me/cfs; medication; drug use; supplements; dosage; prescription; treatment; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medicatie; geneesmiddelen; voedingssupplementen; dosering; recept; behandeling; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; medicijnen; heeft; afgelopen; gebruikt,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | meds02 | Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt? | nan | medication_supplements | medical_history | general medical history; me/cfs; medication; drug use; supplements; dosage; prescription; treatment; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medicatie; geneesmiddelen; voedingssupplementen; dosering; recept; behandeling; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; medicijnen; heeft; afgelopen; gebruikt
2.1. ME CFS Screening,Algemene medische geschiedenis,Other_stop,"U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie?",radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | Other_stop | U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie? | radio | 0,
1 | Nee,
Ja",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; medicatie; heeft; gebruikt; moet; bepaald; moment; stoppen; bent; gestopt; nemen,nan,nan,"2.1. ME CFS Screening | Algemene medische geschiedenis | Other_stop | U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; geeft; afgelopen; medicatie; heeft; gebruikt; moet; bepaald; moment; stoppen; bent; gestopt; nemen"
2.1. ME CFS Screening,Algemene medische geschiedenis,Other_stopdate,Wanneer stopt u/ bent u gestopt met de andere medicatie?,date,,,,2.1. ME CFS Screening | Algemene medische geschiedenis |  | Other_stopdate | Wanneer stopt u/ bent u gestopt met de andere medicatie? | date |  | ,medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; medicatie,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | Other_stopdate | Wanneer stopt u/ bent u gestopt met de andere medicatie? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; stopt; bent; gestopt; medicatie
2.1. ME CFS Screening,Algemene medische geschiedenis,gmh_currcovid,Heeft u in de afgelopen 3 maanden een SARS-CoV-2-infectie (corona) gehad of vermoedt u dat u deze heeft gehad?,radio,"0,
1","Nee,
Ja",,"2.1. ME CFS Screening | Algemene medische geschiedenis |  | gmh_currcovid | Heeft u in de afgelopen 3 maanden een SARS-CoV-2-infectie (corona) gehad of vermoedt u dat u deze heeft gehad? | radio | 0,
1 | Nee,
Ja",medical_history,,general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis,algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; heeft; afgelopen; sars-cov-2-infectie; corona; gehad; vermoedt,nan,nan,2.1. ME CFS Screening | Algemene medische geschiedenis | gmh_currcovid | Heeft u in de afgelopen 3 maanden een SARS-CoV-2-infectie (corona) gehad of vermoedt u dat u deze heeft gehad? | nan | medical_history | general medical history; me/cfs; medical history; health history; diagnosis; chronic disease; illness; condition; algemene; medische; geschiedenis | algemene medische geschiedenis; me cfs; medische geschiedenis; gezondheidsgeschiedenis; diagnose; chronische ziekte; aandoening; comorbiditeit; heeft; afgelopen; sars-cov-2-infectie; corona; gehad; vermoedt
2.1. ME CFS Screening,Algemene vragen over levensstijl,cageaid01,Heeft u ooit het gevoel gehad dat u minder zou moeten drinken of minder drugs zou moeten gebruiken?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid01 | Heeft u ooit het gevoel gehad dat u minder zou moeten drinken of minder drugs zou moeten gebruiken? | radio | 0,
1 | Nee,
Ja",lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; ooit; gevoel; gehad; moeten; drinken; drugs; gebruiken,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | cageaid01 | Heeft u ooit het gevoel gehad dat u minder zou moeten drinken of minder drugs zou moeten gebruiken? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; ooit; gevoel; gehad; moeten; drinken; drugs; gebruiken | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Algemene vragen over levensstijl,cageaid02,Hebben mensen u geïrriteerd doordat ze kritiek hadden op uw alcoholgebruik of drugsgebruik?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid02 | Hebben mensen u geïrriteerd doordat ze kritiek hadden op uw alcoholgebruik of drugsgebruik? | radio | 0,
1 | Nee,
Ja",lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; hebben; mensen; geirriteerd; doordat; kritiek; hadden; alcoholgebruik,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | cageaid02 | Hebben mensen u geïrriteerd doordat ze kritiek hadden op uw alcoholgebruik of drugsgebruik? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; hebben; mensen; geirriteerd; doordat; kritiek; hadden; alcoholgebruik | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Algemene vragen over levensstijl,cageaid03,Heeft u zich ooit slecht of schuldig gevoeld over uw alcoholgebruik of drugsgebruik?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid03 | Heeft u zich ooit slecht of schuldig gevoeld over uw alcoholgebruik of drugsgebruik? | radio | 0,
1 | Nee,
Ja",lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; zich; ooit; slecht; schuldig; gevoeld; alcoholgebruik,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | cageaid03 | Heeft u zich ooit slecht of schuldig gevoeld over uw alcoholgebruik of drugsgebruik? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; zich; ooit; slecht; schuldig; gevoeld; alcoholgebruik | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Algemene vragen over levensstijl,cageaid04,Heeft u ooit 's ochtends meteen alcohol gedronken of drugs gebruikt om uw zenuwen te kalmeren of een kater kwijt te raken?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid04 | Heeft u ooit 's ochtends meteen alcohol gedronken of drugs gebruikt om uw zenuwen te kalmeren of een kater kwijt te raken? | radio | 0,
1 | Nee,
Ja",lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; ooit; ochtends; meteen; gedronken; drugs; gebruikt; zenuwen; kalmeren; kater; kwijt; raken,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | cageaid04 | Heeft u ooit 's ochtends meteen alcohol gedronken of drugs gebruikt om uw zenuwen te kalmeren of een kater kwijt te raken? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; heeft; ooit; ochtends; meteen; gedronken; drugs; gebruikt; zenuwen; kalmeren; kater; kwijt; raken | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Algemene vragen over levensstijl,calccageaid,Does participant meet criteria for possible substance abuse?,calculation,,,CAGE-AID,2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | calccageaid | Does participant meet criteria for possible substance abuse? | calculation |  | ,lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; participant; meet; criteria; possible; substance; abuse,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | calccageaid | Does participant meet criteria for possible substance abuse? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; participant; meet; criteria; possible; substance; abuse | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Algemene vragen over levensstijl,validate_cage_aid,Eligible Check 03:  CAGE AID is 'no'?,calculation,,,CAGE-AID,2.1. ME CFS Screening | Algemene vragen over levensstijl | CAGE-AID | validate_cage_aid | Eligible Check 03:  CAGE AID is 'no'? | calculation |  | ,lifestyle,,lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid,levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; eligible; check; cage,CAGE-AID; substance use screening; alcohol; drug use,CAGE-AID; screening middelengebruik; alcohol; drugsgebruik,2.1. ME CFS Screening | Algemene vragen over levensstijl | validate_cage_aid | Eligible Check 03:  CAGE AID is 'no'? | CAGE-AID | lifestyle | lifestyle; me/cfs; smoking; alcohol; caffeine; diet; nutrition; substance use screening; drug use; algemene; vragen; levensstijl; cage-aid | levensstijl; me cfs; roken; alcohol; cafeine; voeding; voedingspatroon; screening middelengebruik; drugsgebruik; eligible; check; cage | CAGE-AID; substance use screening; alcohol; drug use | CAGE-AID; screening middelengebruik; alcohol; drugsgebruik
2.1. ME CFS Screening,Demografische kenmerken,onbehalf,Vult u deze informatie in namens uzelf of voor iemand anders?,radio,"0,
1","Voor mijzelf,
Namens iemand anders",,"2.1. ME CFS Screening | Demografische kenmerken |  | onbehalf | Vult u deze informatie in namens uzelf of voor iemand anders? | radio | 0,
1 | Voor mijzelf,
Namens iemand anders",demographics,,demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken,demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; vult; informatie; namens; uzelf; iemand; anders,nan,nan,2.1. ME CFS Screening | Demografische kenmerken | onbehalf | Vult u deze informatie in namens uzelf of voor iemand anders? | nan | demographics | demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken | demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; vult; informatie; namens; uzelf; iemand; anders
2.1. ME CFS Screening,Demografische kenmerken,onbehalf_who,Wat is uw relatie tot de persoon namens wie u informatie verstrekt?,radio,"1,
2,
3,
4,
5,
6,
7,
8","Ouder of wettelijke voogd,
Kind,
Broer / Zus,
Partner,
Ander familielid,
Vriend,
Hulpverlener (geen familierelatie),
Anders",,"2.1. ME CFS Screening | Demografische kenmerken |  | onbehalf_who | Wat is uw relatie tot de persoon namens wie u informatie verstrekt? | radio | 1,
2,
3,
4,
5,
6,
7,
8 | Ouder of wettelijke voogd,
Kind,
Broer / Zus,
Partner,
Ander familielid,
Vriend,
Hulpverlener (geen familierelatie),
Anders",demographics,,demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken,demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; relatie; persoon; namens; informatie; verstrekt,nan,nan,2.1. ME CFS Screening | Demografische kenmerken | onbehalf_who | Wat is uw relatie tot de persoon namens wie u informatie verstrekt? | nan | demographics | demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken | demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; relatie; persoon; namens; informatie; verstrekt
2.1. ME CFS Screening,Demografische kenmerken,onbehalf_who_t,Hoe zijn jullie verwant?,string,,,,2.1. ME CFS Screening | Demografische kenmerken |  | onbehalf_who_t | Hoe zijn jullie verwant? | string |  | ,demographics,,demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken,demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; jullie; verwant,nan,nan,2.1. ME CFS Screening | Demografische kenmerken | onbehalf_who_t | Hoe zijn jullie verwant? | nan | demographics | demographics; me/cfs; age; sex; gender; country; ethnicity; demografische; kenmerken | demografische kenmerken; me cfs; demografie; leeftijd; geslacht; gender; land; etniciteit; jullie; verwant
2.1. ME CFS Screening,Demografische kenmerken,self_height,Wat is uw lengte in centimeters?,numeric,,,,2.1. ME CFS Screening | Demografische kenmerken |  | self_height | Wat is uw lengte in centimeters? | numeric |  | ,anthropometrics,demographics,demographics; height; me/cfs; anthropometrics; weight; bmi; body composition; waist circumference; age; sex; gender; country; ethnicity; demografische; kenmerken,demografische kenmerken; lengte; me cfs; antropometrie; gewicht; bmi; lichaamssamenstelling; middelomtrek; demografie; leeftijd; geslacht; gender; land; etniciteit; centimeters,nan,nan,2.1. ME CFS Screening | Demografische kenmerken | self_height | Wat is uw lengte in centimeters? | nan | anthropometrics | demographics | demographics; height; me/cfs; anthropometrics; weight; bmi; body composition; waist circumference; age; sex; gender; country; ethnicity; demografische; kenmerken | demografische kenmerken; lengte; me cfs; antropometrie; gewicht; bmi; lichaamssamenstelling; middelomtrek; demografie; leeftijd; geslacht; gender; land; etniciteit; centimeters
