sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
2.3. Post-COVID Screening,Algemene medische geschiedenis,beroerte_2,"U geeft aan dat u een beroerte, bloeding in de hersenen of bloedstolsel in de hersenen heeft gehad. Welke aandoening betreft het?",string,,,,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | beroerte_2 | U geeft aan dat u een beroerte, bloeding in de hersenen of bloedstolsel in de hersenen heeft gehad. Welke aandoening betreft het? | string |  | "
2.3. Post-COVID Screening,Algemene medische geschiedenis,Hart_vaatziekte_2,U geeft aan dat u gediagnostiseerd bent met hart- en vaatziekte. Welke aandoening betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Hart_vaatziekte_2 | U geeft aan dat u gediagnostiseerd bent met hart- en vaatziekte. Welke aandoening betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Chronic_infection2,U geeft aan dat u een chronische infectie heeft. Welk soort chronische infectie betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Chronic_infection2 | U geeft aan dat u een chronische infectie heeft. Welk soort chronische infectie betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Chronische_ontsteking2,U geeft aan dat u een chronische ontstekingsziekte of auto-immuunziekte heeft. Welk soort chronische ontsteking of auto-immuunziekte betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Chronische_ontsteking2 | U geeft aan dat u een chronische ontstekingsziekte of auto-immuunziekte heeft. Welk soort chronische ontsteking of auto-immuunziekte betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Bloedarmoede_2,U geeft aan dat u ernstige bloedarmoede heeft. Welke medicatie gebruikt u hiervoor?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Bloedarmoede_2 | U geeft aan dat u ernstige bloedarmoede heeft. Welke medicatie gebruikt u hiervoor? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Cancer_2,U geeft aan dat u in de afgelopen 5 jaar de diagnose kanker en/of kankerbehandeling heeft gehad. Welk soort kanker betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Cancer_2 | U geeft aan dat u in de afgelopen 5 jaar de diagnose kanker en/of kankerbehandeling heeft gehad. Welk soort kanker betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,psychisch_2,U geeft aan dat u momenteel een psychische aandoening heeft. Welke psychische aandoening betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | psychisch_2 | U geeft aan dat u momenteel een psychische aandoening heeft. Welke psychische aandoening betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,neurologisch_2,U geeft aan dat u een neurologische aandoening heeft. Welke aandoening betreft het?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | neurologisch_2 | U geeft aan dat u een neurologische aandoening heeft. Welke aandoening betreft het? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Kidney_2,U geeft aan dat u bent gediagnosticeerd met nierziekte. Is de werking van uw nieren minder dan 50%?,radio,"0,
1,
2","Nee,
Ja,
Weet ik niet",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Kidney_2 | U geeft aan dat u bent gediagnosticeerd met nierziekte. Is de werking van uw nieren minder dan 50%? | radio | 0,
1,
2 | Nee,
Ja,
Weet ik niet"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Cushing_Addison2,U geeft aan dat u de ziekte van Cushing of ziekte van Addison heeft. Welke aandoening betreft het?,checkbox,"0,
1","Ziekte van Cushing,
Ziekte van Addison",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Cushing_Addison2 | U geeft aan dat u de ziekte van Cushing of ziekte van Addison heeft. Welke aandoening betreft het? | checkbox | 0,
1 | Ziekte van Cushing,
Ziekte van Addison"
2.3. Post-COVID Screening,Algemene medische geschiedenis,astma_bronchitis_2,U geeft aan dat u bent gediagnosticeerd met astma en/of chronische bronchitis. Gebruikt u hiervoor meer dan 2 soorten inhalaties (pufjes)?,radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | astma_bronchitis_2 | U geeft aan dat u bent gediagnosticeerd met astma en/of chronische bronchitis. Gebruikt u hiervoor meer dan 2 soorten inhalaties (pufjes)? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,astma_bronchitis_3,Was de laatste aanval meer dan een maand geleden?,radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | astma_bronchitis_3 | Was de laatste aanval meer dan een maand geleden? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,laatsteaanval_datum,Wanneer was de laatste aanval?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | laatsteaanval_datum | Wanneer was de laatste aanval? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Other_breathing_2,U geeft aan dat u bent gediagnosticeerd met een ademhalingsstoornis. Gebruikt u hiervoor meer dan 2 soorten inhalaties (pufjes)?,radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Other_breathing_2 | U geeft aan dat u bent gediagnosticeerd met een ademhalingsstoornis. Gebruikt u hiervoor meer dan 2 soorten inhalaties (pufjes)? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,meds01_2,Heeft u de afgelopen 3 maanden een van de volgende medicijnen gebruikt?,checkbox,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15","Ik heb de afgelopen 3 maanden geen van de bovenstaande medicijnen gebruikt,
Bloedverdunners,
Antibiotica (zoals Penicilline, Amoxicilline, Doxycycline),
Antivirus-medicijnen (vaak eindigend op ""-vir"", of bijvoorbeeld medicijnen zoals PREP),
Vaccinaties (zoals de griepprik, reizigersvaccinatie of COVID),
Sterke pijnstillers (die tot de morfine groep behoren, zoals Oxicodon, Morfine, Fentanyl, Tramadol, Codeïne),
Plas-medicijnen (Diuretica),
Bloeddruk- en/of hartmedicatie,
Steroïd-hormonen (zoals Prednison, Cortisol, Testosteron),
Anders,
Anti-depressiva (stemming verhogende medicatie),
Andere pijnstillers (zoals Aspirine, Ibuprofen, diclofenac),
Medicijnen om het immuunsysteem te onderdrukken (zogenaamde immunosuppressiva, vaak eindigend op ""-mab""),
Anti-psychotica (medicijnen om psychische stoornissen te onderdrukken),
Orale anticonceptie: ""de pil"",
Overgangs hormonen",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | meds01_2 | Heeft u de afgelopen 3 maanden een van de volgende medicijnen gebruikt? | checkbox | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15 | Ik heb de afgelopen 3 maanden geen van de bovenstaande medicijnen gebruikt,
Bloedverdunners,
Antibiotica (zoals Penicilline, Amoxicilline, Doxycycline),
Antivirus-medicijnen (vaak eindigend op ""-vir"", of bijvoorbeeld medicijnen zoals PREP),
Vaccinaties (zoals de griepprik, reizigersvaccinatie of COVID),
Sterke pijnstillers (die tot de morfine groep behoren, zoals Oxicodon, Morfine, Fentanyl, Tramadol, Codeïne),
Plas-medicijnen (Diuretica),
Bloeddruk- en/of hartmedicatie,
Steroïd-hormonen (zoals Prednison, Cortisol, Testosteron),
Anders,
Anti-depressiva (stemming verhogende medicatie),
Andere pijnstillers (zoals Aspirine, Ibuprofen, diclofenac),
Medicijnen om het immuunsysteem te onderdrukken (zogenaamde immunosuppressiva, vaak eindigend op ""-mab""),
Anti-psychotica (medicijnen om psychische stoornissen te onderdrukken),
Orale anticonceptie: ""de pil"",
Overgangs hormonen"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Bloodthinners_type_2,U geeft aan dat u in de afgelopen 3 maanden bloedverdunners heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12","Acenocoumarol,
Acetylsalicylzuur,
Apixaban,
Clopidogrel,
Dabigatran,
Dipyridamol,
Edoxaban,
Fenprocoumon,
Prasugrel,
Rivaroxaban,
Ticagrelor,
Ximelagatran,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Bloodthinners_type_2 | U geeft aan dat u in de afgelopen 3 maanden bloedverdunners heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12 | Acenocoumarol,
Acetylsalicylzuur,
Apixaban,
Clopidogrel,
Dabigatran,
Dipyridamol,
Edoxaban,
Fenprocoumon,
Prasugrel,
Rivaroxaban,
Ticagrelor,
Ximelagatran,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,bloodthinners_type_other,Wat is de naam van de medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | bloodthinners_type_other | Wat is de naam van de medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,bloodthinners_reason_3,Waarvoor gebruikt u deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8","Beroerte,
Boezemfibrilleren,
Kunstklep in het hart,
Longembolie,
Hartinfarct,
Spataderen,
Thrombosebeen,
Anders:",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | bloodthinners_reason_3 | Waarvoor gebruikt u deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8 | Beroerte,
Boezemfibrilleren,
Kunstklep in het hart,
Longembolie,
Hartinfarct,
Spataderen,
Thrombosebeen,
Anders:"
2.3. Post-COVID Screening,Algemene medische geschiedenis,bloodthinners_other_4,Waarvoor gebruikt u deze medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | bloodthinners_other_4 | Waarvoor gebruikt u deze medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Plaspillen_name_2,U geeft aan dat u in de afgelopen 3 maanden diuretica (plaspillen) heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7","Amiloride,
Bumetanide,
Furosemide,
Hydrochloorthiazide,
Spironolacton,
Triamtereen,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Plaspillen_name_2 | U geeft aan dat u in de afgelopen 3 maanden diuretica (plaspillen) heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7 | Amiloride,
Bumetanide,
Furosemide,
Hydrochloorthiazide,
Spironolacton,
Triamtereen,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Plaspillen_name_other_2,Wat is de naam van de diuretica (plaspillen) die u gebruikt?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Plaspillen_name_other_2 | Wat is de naam van de diuretica (plaspillen) die u gebruikt? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,ACEremmer_name_2,U geeft aan dat u in de afgelopen 3 maanden bloeddruk- en/of hartmedicatie heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14","Benazepril,
Captopril,
Enalapril,
Fosinopril,
Lisinopril,
Perindopril,
Ramipril,
Candesartan,
Irbesartan,
Losartan,
Olmesartan,
Telmisartan,
Valsartan,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | ACEremmer_name_2 | U geeft aan dat u in de afgelopen 3 maanden bloeddruk- en/of hartmedicatie heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14 | Benazepril,
Captopril,
Enalapril,
Fosinopril,
Lisinopril,
Perindopril,
Ramipril,
Candesartan,
Irbesartan,
Losartan,
Olmesartan,
Telmisartan,
Valsartan,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,ACEremmer_name_other_2,Wat is de naam van de bloeddruk- en/of hartmedicatie die u gebruikt?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | ACEremmer_name_other_2 | Wat is de naam van de bloeddruk- en/of hartmedicatie die u gebruikt? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Steriods_name_2,U geeft aan dat u in de afgelopen 3 maanden steroïd-hormonen heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12","Cortisol,
Hydrocortison,
Prednison,
Prednisolon,
Methylprednisolon,
Dexamethason,
Budesonide,
Estradiol,
Ethinylestradiol,
Testosteron,
Spironolacton,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Steriods_name_2 | U geeft aan dat u in de afgelopen 3 maanden steroïd-hormonen heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12 | Cortisol,
Hydrocortison,
Prednison,
Prednisolon,
Methylprednisolon,
Dexamethason,
Budesonide,
Estradiol,
Ethinylestradiol,
Testosteron,
Spironolacton,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Steroid_name_other_2,Wat is de naam van de steroïd-hormonen die u gebruikt?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Steroid_name_other_2 | Wat is de naam van de steroïd-hormonen die u gebruikt? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Therapeuticsteriods_stop_2,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de steroïd-hormonen?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Therapeuticsteriods_stop_2 | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de steroïd-hormonen? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Therapeuticsteroids_stopdate_2,Wanneer moet u stoppen/bent u gestopt met het nemen van de steroïd-hormonen?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Therapeuticsteroids_stopdate_2 | Wanneer moet u stoppen/bent u gestopt met het nemen van de steroïd-hormonen? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,antidepressants_2,U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11","Citalopram,
Venlafaxine,
Duloxetine,
Escitalopram,
Fluoxetine,
Fluvoxamine,
Paroxetine,
Reboxetine,
Sertraline,
Trazodon,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | antidepressants_2 | U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11 | Citalopram,
Venlafaxine,
Duloxetine,
Escitalopram,
Fluoxetine,
Fluvoxamine,
Paroxetine,
Reboxetine,
Sertraline,
Trazodon,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,antidepressant_tricyclic_2,U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva:,dropdown,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14","Amitriptyline,
Clomipramine,
Dosulepine,
Doxepine,
Imipramine,
Maprotiline,
Meclobemide,
Mirtazapine,
Nortriptyline,
Rasagiline,
Safinamide,
Selegiline,
Tranylcypromine,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | antidepressant_tricyclic_2 | U geeft aan dat u in de afgelopen 3 maanden antidepressiva heeft gebruikt. Gebruikt u een van de volgende antidepressiva: | dropdown | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14 | Amitriptyline,
Clomipramine,
Dosulepine,
Doxepine,
Imipramine,
Maprotiline,
Meclobemide,
Mirtazapine,
Nortriptyline,
Rasagiline,
Safinamide,
Selegiline,
Tranylcypromine,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,antidepressants_dosage_2,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | antidepressants_dosage_2 | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antidepressant_name_other_2,"Wat is de naam van de antidepressiva die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit?",string,,,,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antidepressant_name_other_2 | Wat is de naam van de antidepressiva die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | string |  | "
2.3. Post-COVID Screening,Algemene medische geschiedenis,Vaccination_date_2,U geeft aan dat u in de laatste 3 maanden een vaccinatie heeft gehad.  Wanneer kreeg u de laatste vaccinatie?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Vaccination_date_2 | U geeft aan dat u in de laatste 3 maanden een vaccinatie heeft gehad.  Wanneer kreeg u de laatste vaccinatie? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antibiotics_stop_2,"U geeft aan dat u in de afgelopen 3 maanden antibiotica heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antibiotica?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antibiotics_stop_2 | U geeft aan dat u in de afgelopen 3 maanden antibiotica heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antibiotica? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antibiotics_stopdate_2,Wanneer stopt u/bent u gestopt met de antibiotica?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antibiotics_stopdate_2 | Wanneer stopt u/bent u gestopt met de antibiotica? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antibiotic_condition_2,Vanwege welke aandoening gebruikt u antibiotica?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antibiotic_condition_2 | Vanwege welke aandoening gebruikt u antibiotica? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antiviral_name_2,U geeft aan dat u in de afgelopen 3 maanden antivirale middelen heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antiviral_name_2 | U geeft aan dat u in de afgelopen 3 maanden antivirale middelen heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antiviral_stop_2,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antivirale middelen?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antiviral_stop_2 | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de antivirale middelen? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antiviral_stopdate_2,Wanneer stopt u/bent u gestopt met de antivirale middelen?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antiviral_stopdate_2 | Wanneer stopt u/bent u gestopt met de antivirale middelen? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Opioids_name_2,U geeft aan dat u in de afgelopen 3 maanden sterke pijnstillers heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Opioids_name_2 | U geeft aan dat u in de afgelopen 3 maanden sterke pijnstillers heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Opioids_dosage_2,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Opioids_dosage_2 | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Opioids_stop_2,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de sterke pijnstillers?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Opioids_stop_2 | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de sterke pijnstillers? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Opioids_stopdate_2,Wanneer stopt u/bent u gestopt met de sterke pijnstillers?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Opioids_stopdate_2 | Wanneer stopt u/bent u gestopt met de sterke pijnstillers? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,otherpainmeds_2,U geeft aan dat u in de afgelopen 3 maanden andere pijnstillers heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | otherpainmeds_2 | U geeft aan dat u in de afgelopen 3 maanden andere pijnstillers heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Immunosupresiva_name_2,U geeft aan dat u in de afgelopen 3 maanden immunosuppressiva heeft gebruikt. Wat is de naam van deze medicatie?,string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Immunosupresiva_name_2 | U geeft aan dat u in de afgelopen 3 maanden immunosuppressiva heeft gebruikt. Wat is de naam van deze medicatie? | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Immunosupresiva_stop_2,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosuppressiva?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Immunosupresiva_stop_2 | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de immunosuppressiva? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Immunosupresiva_2,Wanneer stopt u/ bent u gestopt met de immunosuppressiva?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Immunosupresiva_2 | Wanneer stopt u/ bent u gestopt met de immunosuppressiva? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antipsychotics_name_2,U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie?,dropdown,"1,
2,
3,
4,
5,
6,
7,
8","Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antipsychotics_name_2 | U geeft aan dat u in de afgelopen 3 maanden antipsychotica heeft gebruikt. Wat is de naam van deze medicatie? | dropdown | 1,
2,
3,
4,
5,
6,
7,
8 | Clozapine,
Cariprazine,
Haloperidol (Haldol),
Olenzapine,
Quetiapine,
Risperdon,
Sulpiride,
Ander middel"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antipsychotics_dosage_2,Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag),string,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antipsychotics_dosage_2 | Wat is de dosering van dit medicijn en hoe vaak gebruikt u dit? (Bijvoorbeeld: 10 mg 1x per dag) | string |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antipsychotics_nameother_2,"Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit?",string,,,,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antipsychotics_nameother_2 | Wat is de naam van de antipsychotica die u gebruikt, wat is de dosering en hoe vaak gebruikt u dit? | string |  | "
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antipsychotics_stop_3,"Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antipsychotics_stop_3 | Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van antipsychotica? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Antipsychotics_stopdate_2,Wanneer stopt u/bent u gestopt met antipsychotica?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Antipsychotics_stopdate_2 | Wanneer stopt u/bent u gestopt met antipsychotica? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Anticonception_2,"U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Anticonception_2 | U geeft aan dat u in de afgelopen 3 maanden orale anticonceptie heeft gebruikt, wat is de naam van deze medicatie | string |  | "
2.3. Post-COVID Screening,Algemene medische geschiedenis,Overgangshormonen_2,"U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie",string,,,,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Overgangshormonen_2 | U geeft aan dat u in de afgelopen 3 maanden overgangs hormonen heeft gebruikt, wat is de naam van deze medicatie | string |  | "
2.3. Post-COVID Screening,Algemene medische geschiedenis,meds02_2,Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt?,textarea,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | meds02_2 | Welke andere medicijnen heeft u de afgelopen 3 maanden gebruikt? | textarea |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,Other_stop_2,"U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie?",radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Other_stop_2 | U geeft aan dat u in de afgelopen 3 maanden andere medicatie heeft gebruikt. Moet u op een bepaald moment stoppen, of bent u al gestopt, met het nemen van de medicatie? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene medische geschiedenis,Other_stopdate_2,Wanneer stopt u/bent u gestopt met de andere medicatie?,date,,,,2.3. Post-COVID Screening | Algemene medische geschiedenis |  | Other_stopdate_2 | Wanneer stopt u/bent u gestopt met de andere medicatie? | date |  | 
2.3. Post-COVID Screening,Algemene medische geschiedenis,gmh_currcovid_2,Heeft u in de afgelopen 3 maanden een SARS-CoV-2-infectie (corona) gehad of vermoedt u dat u deze heeft gehad?,radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Algemene medische geschiedenis |  | gmh_currcovid_2 | Heeft u in de afgelopen 3 maanden een SARS-CoV-2-infectie (corona) gehad of vermoedt u dat u deze heeft gehad? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene vragen over levensstijl,cageaid01_1,Heeft u ooit het gevoel gehad dat u minder zou moeten drinken of minder drugs zou moeten gebruiken?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.3. Post-COVID Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid01_1 | Heeft u ooit het gevoel gehad dat u minder zou moeten drinken of minder drugs zou moeten gebruiken? | radio | 0,
1 | Nee,
Ja"
